trial_number,gamma,theta,m0,beta_prime,narma10_nrmse,ti46_accuracy,kr_threshold,gr_threshold
273,0.0544916524224399,0.0800108606204178,0.0177665193529543,50.0,0.7002165443003445,0.9635220125786164,8,5
293,0.0544916524224399,0.1094017041809028,0.0679459323256036,50.0,0.6977159750389856,0.9459119496855346,14,3
328,0.0544916524224399,0.1094017041809028,0.0679459323256036,50.0,0.6977159750389856,0.9572327044025157,14,3
334,0.0544916524224399,0.1400652656832436,0.047237041174356,50.0,0.6848389457490159,0.9761006289308176,12,4
379,0.0544916524224399,0.3083846793047826,0.0928059768412084,50.0,0.9438726344311049,0.9811320754716981,16,2
384,0.0518172656634377,0.152049361907205,0.0928059768412084,50.0,0.8096001248122237,0.9710691823899371,14,1
449,0.0544916524224399,0.3083846793047826,0.0928059768412084,50.0,0.9438726344311049,0.979874213836478,16,2
452,0.0544916524224399,0.1069671241422181,0.0333611406477711,50.0,0.6913374186654108,0.9710691823899371,10,4
474,0.0789746717045584,0.4083943472670089,0.0914903702339055,50.0,20.38977301011225,0.8490566037735849,28,8
522,0.0544916524224399,0.0800108606204178,0.0177665193529543,50.0,0.7002165443003445,0.9672955974842767,8,5
531,0.0544916524224399,0.1069671241422181,0.0815299275498499,50.0,0.7154207651131415,0.9358490566037736,15,3
547,0.0544916524224399,0.1094017041809028,0.0266205926646167,50.0,0.7159415622097158,0.9710691823899371,9,4
553,0.0544916524224399,0.133335733039107,0.0561264736153545,50.0,0.6979927513987642,0.9723270440251572,12,3
562,0.0518172656634377,0.152049361907205,0.0928059768412084,50.0,0.8096001248122237,0.9710691823899371,14,1
575,0.0544916524224399,0.1129662301524594,0.047237041174356,50.0,0.6257150570774986,0.9786163522012579,11,4
599,0.070534202069048,0.4083943472670089,0.074426843336727,50.0,6.312433629534203,0.8779874213836478,23,6
